"source_path","source_sha256","source_revision","function_name","classification","matlab_signature","matlab_arguments","optional_arguments","default_arguments","output_arity","variable_output_arity","output_arity_semantics","output_names","output_semantics","documentation_url","author_annotation","declared_dependencies","unresolved_declared_dependencies","inferred_dependencies","upstream_calls","external_toolboxes","sparse_support","sparse_primitives","densification","direct_rng_calls","uses_global_rng_via","random_behavior","mathematical_category","proposed_julia_name","proposed_julia_signature","compatibility_alias","implementation_status","test_status","documentation_status","benchmark_status","license_provenance_status","review_status","review_notes","known_numerical_or_semantic_ambiguities","line_count"
"IsProductVector.m","edebc38eaba0daef5bd18eeae7f432cf889cc18d05da452e0f6179432b0cba33","d8589610f00cff106537268dee2e2a1153f3a601","IsProductVector","public","function [ipv,dec] = IsProductVector(vec,varargin)","vec;varargin","DIM","DIM=has two subsystems of equal dimension","2","false","exactly_2_outputs","ipv;dec","Determines if a pure state is a product vector","http://www.qetlab.com/IsProductVector","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;SchmidtDecomposition","","opt_args;SchmidtDecomposition","opt_args;SchmidtDecomposition","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_states","is_product_vector","is_product_vector(vector, dims; atol=nothing, rtol=nothing, allow_densify=false)","IsProductVector","verified","local_multipartite_factor_scaled_residual_boundary_sparse_invalid_wrapper_and_away_from_boundary_octave_tests_pass_matlab_not_run","api_docstring_focused_page_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_e_mapping_with_intentional_structured_result","Both Julia entry points return ProductAnalysisResult with factors, full Schmidt-tail residuals in original units, a global reconstruction residual, thresholds, and a three-way status.;Local factor, scaling, boundary, sparse-gate, row-vector wrapper, and away-from-boundary Octave/QETLAB fixture tests pass; MATLAB was not run.;Numerical tolerance boundaries are intentionally not collapsed to QETLAB's Boolean output, and the zero vector is rejected because its factors are nonunique.","MATLAB varargin/default semantics require manual review","66"
"IsPSD.m","6a466d8151ae64b54c8bbaf04bfe09ab94534f900337a0198fc443a8592e4f04","d8589610f00cff106537268dee2e2a1153f3a601","IsPSD","public","function [psd,wit] = IsPSD(X,varargin)","X;varargin","TOL","TOL=eps^(3/4)","2","false","exactly_2_outputs","psd;wit","Determines whether or not a matrix is positive semidefinite","http://www.qetlab.com/IsPSD","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args","","opt_args","opt_args","CVX","explicit","speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","is_positive_semidefinite","is_positive_semidefinite(matrix; atol=nothing, rtol=nothing, allow_densify=false)","IsPSD","verified","local_numeric-exact-float32-float64-bigfloat-complex-structured-sparse-boundary-witness-invalid-wrapper-and-randomized-spectrum-tests-plus-23-solver-neutral-copy-model-and-optional-hypatia-status-failure-tests-pass-on-julia-1.10-and-1.12_matlab-not-run","api-docstrings_numeric-predicate-and-affine-model-pages_migration-mapping_structured-boundary-and-explicit-model-materialization-present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_and_implemented_2026_07_30","Exact integer/rational inputs are decided exactly; floating tolerance boundaries remain unknown instead of being collapsed to a Boolean.;Neither native nor compatibility code substitutes the Hermitian part, and sparse spectral work requires explicit densification.;Numeric, model-copy, unavailable-backend, Hypatia status, failure, and Julia 1.10 tests pass; MATLAB was not run.;The pinned CVX-expression branch is covered by an owned HermitianAffineMatrix constraint builder and explicit optional JuMP materialization; it never mutates an implicit ambient model.","behavior depends on MATLAB input/output arity;CVX solver status and failure semantics require an explicit Julia design;MATLAB varargin/default semantics require manual review","64"
"IsSeparable.m","be078f7087c1d64ca8c1e29778fbb78690d9d06b569dc6a617cbb1b5a3656f97","d8589610f00cff106537268dee2e2a1153f3a601","IsSeparable","public","function sep = IsSeparable(X,varargin)","X;varargin","DIM;STR;VERBOSE;TOL","DIM=has both subsystems of equal dimension;STR=2;VERBOSE=1;TOL=eps^(3/8)","1","false","exactly_1_outputs","sep","Determines whether or not a bipartite operator is separable","http://www.qetlab.com/IsSeparable","Nathaniel Johnston (nathaniel@njohnston.ca)","ApplyMap;CVX;FilterNormalForm;iden;InSeparableBall;IsPPT;IsPSD;jacobi_poly;kpNorm;MaxEntangled;OperatorSchmidtDecomposition;OperatorSchmidtRank;opt_args;opt_disp;PartialMap;PartialTrace;PartialTranspose;PermutationOperator;PermuteSystems;Realignment;SchmidtDecomposition;SchmidtRank;sporth;Swap;SwapOperator;SymmetricExtension;SymmetricInnerExtension;SymmetricProjection;TraceNorm","","FilterNormalForm;InSeparableBall;IsPPT;IsPSD;MaxEntangled;OperatorSchmidtRank;opt_args;opt_disp;PartialMap;PartialTrace;Realignment;sk_iterate;Swap;SwapOperator;SymmetricExtension;SymmetricInnerExtension;TraceNorm","ApplyMap;FilterNormalForm;iden;InSeparableBall;IsPPT;IsPSD;jacobi_poly;kpNorm;MaxEntangled;OperatorSchmidtDecomposition;OperatorSchmidtRank;opt_args;opt_disp;PartialMap;PartialTrace;PartialTranspose;PermutationOperator;PermuteSystems;Realignment;SchmidtDecomposition;SchmidtRank;sk_iterate;sporth;Swap;SwapOperator;SymmetricExtension;SymmetricInnerExtension;SymmetricProjection;TraceNorm","CVX","not_declared","","explicit_full_call","","sk_iterate","implicit_matlab_global_rng_transitive_via:sk_iterate","entanglement","is_separable","is_separable(rho, dims; strategies=:qetlab_deterministic, backend=NoOptimizationBackend(), limits=OptimizationLimits(), ...); is_separable(rng::AbstractRNG, rho, dims; strategies=:full, ...)","IsSeparable","verified","local-211-native-42-compatibility-72-hypatia-scs-and-26-source-free-pinned-octave-oracle-assertions-pass-on-julia-1.10-and-1.12_matlab-and-cvx-not-run","native-and-compatibility-docstrings_dedicated-composite-strategy-guide_separability-examples_api-reference_and-migration-contract-present","local_quick-smoke-case-declared_not-yet-recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_and_completed_wp6_2026_07_30","Focused native, compatibility, optional Hypatia/SCS extension, and source-free pinned Octave comparisons pass on Julia 1.12 and 1.10. MATLAB and CVX were not run.;Inputs must already be exactly represented unit-trace Hermitian density matrices. No state is normalized, symmetrized, clipped, projected, repaired, or silently densified.;Only exact or independently checked theorem, decomposition, witness, or hierarchy-certificate branches set a Boolean verdict; every inconclusive computation remains unknown with owned attempt evidence.;The native composite report covers the pinned deterministic strategy families and a mandatory-explicit-RNG bounded subtraction heuristic without collapsing necessary tests, heuristics, hierarchy outcomes, or tolerance boundaries to a Boolean.","calls full(...); densification conditions and size limits require review;CVX solver status and failure semantics require an explicit Julia design;MATLAB varargin/default semantics require manual review;transitively uses implicit MATLAB global RNG via sk_iterate","388"
"IsTotallyNonsingular.m","49e4315f63e5eb4e64687a4930bad05fe72768bc073b28dd23f957d6c561b848","d8589610f00cff106537268dee2e2a1153f3a601","IsTotallyNonsingular","public","function [itn,wit] = IsTotallyNonsingular(X,varargin)","X;varargin","SUB_SIZES;TOL","SUB_SIZES=1:min(size(X));TOL=max(size(X))*eps(norm(X,'fro'))","2","false","exactly_2_outputs","itn;wit","Determines whether or not a matrix is totally nonsingular","http://www.qetlab.com/IsTotallyNonsingular","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;sporth","","opt_args;sporth","opt_args;sporth","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","is_totally_nonsingular","is_totally_nonsingular(matrix; orders=nothing, atol=nothing, rtol=nothing, allow_densify=false, max_minors=100_000)","IsTotallyNonsingular","verified","local_exact_float32_float64_bigfloat_complex_rectangular_property_sparse_boundary_overflow_invalid_guard-and-wrapper-tests-pass_matlab-not-run","api_docstrings_focused-page-and-migration-mapping-with-structured-boundary-and-guard-present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_e-mapping-with-exact-singularity-and-three-valued-boundaries","Exact inputs are decided exactly; represented floating singularity is distinguished from a nonzero tolerance-boundary determinant.;Exact rational reconstruction is used only to establish represented singularity at a numerical boundary, and combinatorial work is guarded.;The wrapper preserves positional SUB_SIZES/TOL and the pinned single default determinant tolerance; MATLAB was not run.","MATLAB varargin/default semantics require manual review","74"
"IsTotallyPositive.m","a25410634958d99c30a174ef5fae8f438e06577e6d43cd7cc682b8579732d82b","d8589610f00cff106537268dee2e2a1153f3a601","IsTotallyPositive","public","function [itp,wit] = IsTotallyPositive(X,varargin)","X;varargin","SUB_SIZES;TOL","SUB_SIZES=1:min(size(X));TOL=max(size(X))*eps(norm(X,'fro'))","2","false","exactly_2_outputs","itp;wit","Determines whether or not a matrix is totally positive","http://www.qetlab.com/IsTotallyPositive","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args","","opt_args","opt_args","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","is_totally_positive","is_totally_positive(matrix; orders=nothing, atol=nothing, rtol=nothing, allow_densify=false, max_minors=100_000)","IsTotallyPositive","verified","local_exact_float32_float64_bigfloat_rectangular_property_sparse_boundary_overflow_invalid_guard-and-wrapper-tests-pass_matlab-not-run","api_docstrings_focused-page-and-migration-mapping-with-strict-and-boundary-divergences-present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_e-mapping-with-strict-minors-and-three-valued-boundaries","Exact determinants are widened and all-minor work is counted and guarded.;Strictly singular minors violate total positivity; nonzero floating determinants inside tolerance are unknown rather than reproducing the pinned permissive Boolean.;The wrapper preserves positional SUB_SIZES/TOL and QETLAB's single default determinant tolerance; MATLAB was not run.","MATLAB varargin/default semantics require manual review","68"
"IsUPB.m","2ed9907134f2642f708e81f680ece883b9751532b7e016e1b58fdef30ccbe9d8","d8589610f00cff106537268dee2e2a1153f3a601","IsUPB","public","function [iu,wit] = IsUPB(varargin)","varargin","","","2","false","exactly_2_outputs","iu;wit","Determines whether or not a set of product vectors form a UPB","http://www.qetlab.com/IsUPB","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;vec_partitions","","vec_partitions","opt_args;vec_partitions","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","entanglement","is_upb","is_upb(local_factors...; normalization=:require, materialize_witness=false, atol=nothing, rtol=nothing, boundary_factor=8, allow_densify=false, max_states=256, max_partitions=100000, max_work=25000000, max_dense_entries=1000000)","IsUPB","verified","local-146-focused-exact-numerical-complex-product-orthogonality-incompleteness-witness-boundary-sparse-resource-wrapper-invalid-and-julia-1.10-tests-plus-ten-case-pinned-octave-fixture-and-33-comparator-assertions-pass_matlab-not-run","native-and-compatibility-docstrings_dedicated-certificate-guide_api-index_product-guide-and-migration-contract-with-primary-definition-present","local_quick-smoke-case-present","qetlab-bsd-2-clause-license-verified","manually_reviewed_wp2_mapping","Focused native/compatibility tests pass on Julia 1.12 and 1.10. Ten source-free fixtures generated by Octave 11.3.0 at the pinned revision pass 33 agreement, certificate, compatibility, and reviewed-discrepancy assertions; authoritative MATLAB execution has not been run.;Ordered partitions are generated lazily with minimum-part pruning, state, partition, scalar-work, and dense-entry limits. An exhausted exact search certifies unextendibility, a successful branch returns compact local witness factors, and every boundary or search limit is structured unknown rather than false.;The native structured result checks every part of the UPB definition: product form, mutual orthogonality, incompleteness, and absence of a product extension. Exact integer, rational, and exact-complex inputs use rational BigInt elimination; floating inputs use scale-aware lower and boundary bands.;The pinned routine can report a complete product basis or a nonorthogonal unextendible set as a UPB because it tests only extendibility. Its nonconjugating nullspace calculation can also return a complex witness that is not Hilbert-space orthogonal; both discrepancies are preserved in the fixture and corrected by the Julia APIs.","behavior depends on MATLAB input/output arity;MATLAB varargin/default semantics require manual review","74"
"kpNorm.m","d191169e0a88ab2a6b39be238e556b99f6911cf95a84cd4d9adad59353b09314","d8589610f00cff106537268dee2e2a1153f3a601","kpNorm","public","function nrm = kpNorm(X,k,p)","X;k;p","","","1","false","exactly_1_outputs","nrm","Computes the (k,p)-norm of a vector or matrix","http://www.qetlab.com/kpNorm","Nathaniel Johnston (nathaniel@njohnston.ca)","","","","","CVX","explicit","issparse","explicit_full_call","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","top_k_p_norm","top_k_p_norm(input, k, p; allow_densify=false)","kpNorm","verified","local_numeric-vector-matrix-endpoint-complex-rectangular-sparse-precision-invalid-wrapper-plus-41-solver-neutral-affine-epigraph-and-20-hypatia-scs-model-tests-pass-on-julia-1.10-and-1.12_matlab-not-run","complete-numeric-and-affine-model-api-docstrings_dedicated-epigraph-page_migration-mapping_and-upstream-vector-defect-documented","local_component_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_and_implemented_2026_07_30","Rectangular complex affine model inputs use a solver-neutral exact epigraph with Hermitian dilation, Ky Fan majorization, and a public MOI NormCone materialized only through the optional JuMP extension.;Sparse vectors remain sparse, general sparse matrix SVDs require explicit densification, and Diagonal matrices preserve generic precision.;The complete executable numeric array contract is implemented for vectors using magnitudes and matrices using singular values, with positive k clipped to the available spectrum and p in [1, Inf].;The pinned numeric vector branch sorts signed entries even though the documented norm requires largest magnitudes; the native API and MATLABCompat wrapper deliberately implement the mathematical magnitude definition.","calls full(...); densification conditions and size limits require review;CVX solver status and failure semantics require an explicit Julia design","112"
"kpNormDual.m","ecedafbbb1a58977b9447006942c23f729e79b8445139733aa6fb3ee2da2730b","d8589610f00cff106537268dee2e2a1153f3a601","kpNormDual","public","function nrm = kpNormDual(X,k,p)","X;k;p","","","1","false","exactly_1_outputs","nrm","Computes the dual of the (k,p)-norm of a vector or matrix","http://www.qetlab.com/kpNormDual","Nathaniel Johnston (nathaniel@njohnston.ca)","kpNorm","","kpNorm","kpNorm","CVX","not_declared","","explicit_full_call","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","top_k_p_norm_dual","top_k_p_norm_dual(input, k, p; allow_densify=false); top_k_p_norm_dual_epigraph(input::ComplexAffineMatrix, k, p; limits=OptimizationLimits())","kpNormDual","verified","local-existing-numeric-plus-148-core-compatibility-64-hypatia-scs-and-26-source-free-octave-oracle-assertions-pass-on-julia-1.10-and-1.12_matlab-and-cvx-not-run","numeric-and-affine-native-docstrings_dual-model-guide_api-reference_migration-and-extension-contracts-present","local_quick_affine-model-smoke-recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_and_completed_wp7_2026_07_30","Independent finite-grid maximization and sampled duality inequalities validate a nontrivial k=2, p=2 case in addition to analytic endpoint and matrix/vector tests.;Rectangular complex affine inputs now use an exact solver-neutral Hermitian-dilation, Ky-Fan-majorization, and k-support perspective epigraph, materialized only through the optional JuMP extension.;The complete executable numeric array contract uses the reviewed plateau formula, including p=1 and p=Inf endpoints and k clipping.","calls full(...); densification conditions and size limits require review;CVX solver status and failure semantics require an explicit Julia design","68"
"KrausOperators.m","c38d77324f6d5383bf5bc82692b0a85731ba5b687035e6c3d028613d8800be2c","d8589610f00cff106537268dee2e2a1153f3a601","KrausOperators","public","function ko = KrausOperators(Phi,varargin)","Phi;varargin","DIM","DIM=has both subsystems of equal dimension","1","false","exactly_1_outputs","ko","Computes a set of Kraus operators for a superoperator","http://www.qetlab.com/KrausOperators","Nathaniel Johnston (nathaniel@njohnston.ca)","ApplyMap;ChoiMatrix;iden;IsCP;IsHermPreserving;IsPSD;MaxEntangled;opt_args;PermuteSystems;sporth;superoperator_dims","","ChoiMatrix;IsCP;IsHermPreserving;pad_array;superoperator_dims","ApplyMap;ChoiMatrix;iden;IsCP;IsHermPreserving;IsPSD;MaxEntangled;opt_args;pad_array;PermuteSystems;sporth;superoperator_dims","","not_declared","","explicit_full_call","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","kraus_operators","kraus_operators(map::AbstractMapRepresentation; atol=0, rtol=sqrt(eps(T)), allow_densify=false); canonical_map_decomposition(map; atol=0, rtol=sqrt(eps(T)), allow_densify=false)","KrausOperators","verified","local_cp_signed-hermitian_general_full-rectangular_zero_boundary_sparse-policy_invalid_reconstruction_and-compatibility-tests-pass_matlab-not-run","complete_native-compatibility-docstrings_general-map-guide_and-migration-contract-present","local_canonical-general-full-rectangular-quick-smoke-case-present","qetlab-bsd-2-clause-license-verified","manually_reviewed_wp1_mapping","Local branch ordering, zero-map, numerical-boundary, Float32/Float64/complex, sparse opt-in, type-rejection, independent Choi reconstruction, wrapper-shape, and Julia 1.10 tests pass; MATLAB/QETLAB differential execution was not run.;The compatibility wrapper retains QETLAB's vector versus two-column output shapes and supports full rectangular DIM data, intentionally correcting the pinned pad_array concatenation failure for unequal Choi row and column sizes.;The native canonical result separates completely-positive equal pairs, signed Hermiticity-preserving pairs, and general SVD pairs; only the first branch is exposed through the strictly named kraus_operators accessor.","calls full(...); densification conditions and size limits require review;MATLAB varargin/default semantics require manual review","92"
"KroneckerSum.m","0100ecf92f203dc8c532c78c083cd8e2c2eacd9c3d83f73c24014dc40c203490","d8589610f00cff106537268dee2e2a1153f3a601","KroneckerSum","public","function krn = KroneckerSum(A,varargin)","A;varargin","","","1","false","exactly_1_outputs","krn","Kronecker sum of two or more matrices","http://www.qetlab.com/KroneckerSum","Nathaniel Johnston (nathaniel@njohnston.ca)","","","Tensor","Tensor","","explicit","speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","tensor_and_subsystem_operations","kronecker_sum","kronecker_sum(factors...; copies=nothing)","KroneckerSum","verified","local_tests_pass_matlab_differential_not_run","api_docstring_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_a_mapping","Local Julia and compatibility-wrapper tests pass; MATLAB differential parity has not been run.;Native repeated sums use the copies keyword; the compatibility wrapper preserves the positional copy count.","behavior depends on MATLAB input/output arity;MATLAB varargin/default semantics require manual review","56"
"KyFanNorm.m","13514bc89df1a0b34a79f982f176159e5288096c1b4c3588e921685783854f8e","d8589610f00cff106537268dee2e2a1153f3a601","KyFanNorm","public","function nrm = KyFanNorm(X,k)","X;k","","","1","false","exactly_1_outputs","nrm","Computes the Ky Fan k-norm of an operator","http://www.qetlab.com/KyFanNorm","Nathaniel Johnston (nathaniel@njohnston.ca)","kpNorm","","kpNorm","kpNorm","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","ky_fan_norm","ky_fan_norm(matrix, k; allow_densify=false)","KyFanNorm","verified","local_analytic_invalid_sparse_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_and_migration_mapping_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_d_mapping","Local analytic, invalid-input, wrapper, benchmark, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.;Sparse inputs require an explicit allow_densify=true opt-in.;The native and compatibility paths validate 1 <= k <= min(size(matrix)) and compute a full SVD rather than claiming a truncated algorithm.","","17"
"L1NormCoherence.m","a1f4e4c61d4e5a4e58d0587ad9cad5a7ae645792735bec774cb8f4c21221c4f1","d8589610f00cff106537268dee2e2a1153f3a601","L1NormCoherence","public","function L1C = L1NormCoherence(rho)","rho","","","1","false","exactly_1_outputs","L1C","Computes the l1-norm of coherence of a quantum state","http://www.qetlab.com/L1NormCoherence","Nathaniel Johnston (nathaniel@njohnston.ca)","pure_to_mixed","","pure_to_mixed","pure_to_mixed","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_coherence","l1_coherence","l1_coherence(state; atol=nothing, rtol=nothing, allow_densify=false)","L1NormCoherence","verified","local_analytic_generic_sparse_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_focused_page_and_migration_mapping_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_e_coherence_mapping","Inputs are validated but never normalized, clipped, or repaired; sparse density matrices require explicit allow_densify=true.;Local analytic, invalid-input, generic, sparse, wrapper, benchmark, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.;Pure-vector evaluation preserves generic floating precision and sparse storage; density-matrix spectral validation requires a BLAS floating element type.","","20"
"LocalDistinguishability.m","a83329f5ab1d4e751ad55748a56907dfa25bb7241909dad5c0222a4f55d47853","d8589610f00cff106537268dee2e2a1153f3a601","LocalDistinguishability","public","function [DIST, MEAS, DUAL_SOL] = LocalDistinguishability(X, varargin)","X;varargin","P;DIM;COPIES;PPT;BOS;TOL","P=[1/N, ..., 1/N], where N is the number of states;DIM=has both subsystems of equal dimension;COPIES=2;PPT=true;BOS=true;TOL=eps^(1/4)","3","false","exactly_3_outputs","DIST;MEAS;DUAL_SOL","Computes the maximum probability of distinguishing quantum states by symmetric-extendible measurements","http://www.qetlab.com/LocalDistinguishability","Alessandro Cosentino (cosenal@gmail.com)","","","normalize_cols;SymmetricExtension","normalize_cols;SymmetricExtension","CVX","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_states","local_distinguishability","local_distinguishability(states, dims; priors=nothing, order=2, ppt=true, bosonic=true, backend=NoOptimizationBackend(), limits=OptimizationLimits(), ...)","LocalDistinguishability","verified","local-211-native-42-compatibility-72-hypatia-scs-and-18-independent-local-oracle-assertions-pass-on-julia-1.10-and-1.12_matlab-and-cvx-not-run","native-and-compatibility-docstrings_separability-optimization-guide_api-reference_and-migration-contract-present","local_quick-smoke-case-declared_not-yet-recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_and_completed_wp6_2026_07_30","Focused native, compatibility, optional Hypatia/SCS extension, and independent local-oracle tests pass on Julia 1.12 and 1.10. MATLAB and CVX were not run.;States and priors must be exactly represented as normalized; no caller input is normalized, symmetrized, clipped, repaired, or silently densified.;The exact single-state branch has a separable-POVM certificate. A nontrivial hierarchy POVM is not claimed to be separable or LOCC, and a numerical optimum is not promoted to an exact discrimination probability.;The package-owned solver-neutral model implements PPT and bosonic symmetric-extension outer hierarchies and retains the hierarchy POVM, raw optimization result, dual data, residuals, and distinct separable-versus-relaxation bounds.","behavior depends on MATLAB input/output arity;CVX solver status and failure semantics require an explicit Julia design;MATLAB varargin/default semantics require manual review","130"
"Majorizes.m","08b2e08c9fabb7221c69a205a39e591843d5ae899c889bde80368b419b41e92b","d8589610f00cff106537268dee2e2a1153f3a601","Majorizes","public","function m = Majorizes(a,b)","a;b","","","1","false","exactly_1_outputs","m","Determines whether or not a vector or matrix majorizes another","http://www.qetlab.com/Majorizes","Nathaniel Johnston (nathaniel@njohnston.ca)","","","","","","not_declared","","explicit_full_call","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","majorizes","majorizes(a, b; atol=0, rtol=nothing)","Majorizes","verified","local_strong-native_weak-compatibility_exact_floating_matrix_sparse_invalid_and-reviewed-discrepancy-octave-tests_pass_matlab_not_run","api_docstrings_focused_page_and_migration_mapping_with-strong-versus-weak-semantics-present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_e_mapping_with-native-standard-definition-and-pinned-compatibility-semantics","Local native/wrapper tests and five reviewed Octave discrepancy fixtures distinguish the contracts; MATLAB was not run.;MATLABCompat.Majorizes preserves pinned weak-total behavior, row/column matrices as vectors, sorting before zero-padding, and the one-sided norm(A)*eps(Float64)^(3/4) default; explicit atol/rtol and sparse densification permission are safe extensions.;The native API implements standard strong majorization with equal totals, symmetric tolerance, zero-padding before sorting, and singular-value treatment for every matrix shape.","calls full(...); densification conditions and size limits require review","56"
"MatsumotoFidelity.m","3dcffb8301da407bb8411ca906c4f5007d2c527e7ad35fb0c1f7c9b3b904e184","d8589610f00cff106537268dee2e2a1153f3a601","MatsumotoFidelity","public","function fid = MatsumotoFidelity(rho,sigma)","rho;sigma","","","1","false","exactly_1_outputs","fid","Computes the Matsumoto fidelity of two density matrices","http://www.qetlab.com/MatsumotoFidelity","Nathaniel Johnston (nathaniel@njohnston.ca)","CVX","","","","CVX","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","matsumoto_fidelity","matsumoto_fidelity(rho, sigma; atol=nothing, rtol=nothing, allow_densify=false, support_boundary_policy=:reject)","MatsumotoFidelity","verified","local_62-numeric-plus-47-solver-neutral-fixed-and-affine-model-and-34-hypatia-scs-status-residual-limit-failure-assertions-pass-on-julia-1.10-and-1.12_live-octave-numeric-checks-recorded_matlab-not-run","complete-numeric-and-affine-model-api-docstrings_dedicated-sdp-page_migration-mapping_support-boundary-and-upstream-regularizer-correction-documented","targeted_d32_20-sample-smoke-recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_and_implemented_2026_07_30","Every pinned numeric-matrix input branch is covered by a support-aware Kubo-Ando geometric mean; this is Matsumoto fidelity, not the implemented Uhlmann fidelity.;Independent 2-by-2 and singular-limit checks pass. An optional JuMP/Hypatia SDP agrees within 1e-9 for a full-rank case and 2.4e-5 on a singular boundary case; the latter is recorded only as supplemental evidence.;Positive spectral and near-intersection support boundaries are diagnostic by default and require an explicit :project policy; small negative eigenvalues are always rejected. Diagonal inputs preserve generic floating arithmetic, and general sparse densification is opt-in.;Positive-definite inputs use Cholesky solves. Singular inputs use the proved support intersection and support-restricted shorted operators; no explicit matrix inverse, full pseudoinverse, additive identity regularizer, normalization, or input symmetrization is performed.;The pinned CVX-expression branch is covered without a hidden nested solve by a package-owned block-PSD hypograph for fixed or affine state data and a directly solvable SemidefiniteProgram.","CVX solver status and failure semantics require an explicit Julia design","58"
"MaxEntangled.m","6444abe9e6289af29328c9eeea6d3cfde412395c680aabe994cd113273f8b410","d8589610f00cff106537268dee2e2a1153f3a601","MaxEntangled","public","function psi = MaxEntangled(dim,varargin)","dim;varargin","SP;NRML","SP=0;NRML=1","1","false","exactly_1_outputs","psi","Produces a maximally entangled bipartite pure state","http://www.qetlab.com/MaxEntangled","Nathaniel Johnston (nathaniel@njohnston.ca)","iden;opt_args","","iden;opt_args","iden;opt_args","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","entanglement","maximally_entangled","maximally_entangled(dim; normalized=true, sparse_output=false, T=Float64)","MaxEntangled","verified","local_normalization_sparse_generic_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_focused_page_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_b_mapping","Function-specific Octave/QETLAB evidence is supplemental and MATLAB was not run.;Normalization, sparse output, subsystem order, and floating-point precision are explicit native keywords.","MATLAB varargin/default semantics require manual review","35"
